id,recency,total_purchase,frequency,last_purchase_amount,region,gender,age,repeater
2893436499,32,3.11,1,3.11,Mid-West,Male,38,No
691063748,229,3.49,1,3.49,South-West,Female,35,Yes
725823272,177,10.77,3,3.99,South-West,Female,50,Yes
717249792,46,3.19,1,3.19,South-East,Male,30,No
490793404,119,6.58,2,6.58,Mid-Atlantic,Female,22,Yes
3614325234,138,5.29,1,5.29,North-East,Female,52,Yes
310207858,251,3.49,1,3.49,South-West,Female,58,No
461237737,145,5.29,2,2.79,West,Female,27,No
4083157345,53,6,1,6,Mid-Atlantic,Female,37,No
473280289,112,8.99,2,4.49,West,Male,37,No
356784676,176,3.29,1,3.29,West,Female,57,Yes
718475835,26,3.09,1,3.09,Mid-West,Female,40,No
2761985470,159,5.78,2,2.99,West,Female,33,No
3548807730,278,8.28,2,3.29,South-East,Male,47,No
3442235547,59,32.32,9,5.78,Mid-Atlantic,Female,38,Yes
605371933,156,4.59,1,4.59,South-East,Male,37,No
460663863,124,3.49,1,3.49,West,Male,52,Yes
3689255891,126,5.86,2,2.62,South-East,Female,32,Yes
370820364,47,42.92,10,6,South-West,Female,48,Yes
4631087540,363,3.89,1,3.89,South-East,Male,52,No
3540668767,284,3.26,1,3.26,South-East,Female,47,No
751589900,127,3.59,1,3.59,West,Male,70,Yes
2615798255,190,4.99,1,4.99,North-East,Male,38,No
622153836,209,8.08,2,3.99,South-West,Female,47,No
2209952343,159,3.15,1,3.15,South-West,Male,38,No
762197641,22,9.27,3,3.19,Mid-West,Female,40,No
4632776233,199,3.79,1,3.79,Mid-West,Male,52,Yes
3015965019,45,9.19,3,3.19,North-West,Male,38,Yes
4637770014,65,23.75,5,4.99,Mid-Atlantic,Female,48,Yes
2540421081,124,3.59,1,3.59,West,Female,43,Yes
2462218494,40,6.14,2,3.15,South-West,Male,43,No
584289467,202,3.99,1,3.99,Mid-Atlantic,Female,27,No
4633181769,45,3.19,1,3.19,South-East,Female,57,No
4639277131,110,21.15,3,7.98,Mid-West,Male,88,No
3395842742,55,3.59,1,3.59,West,Female,27,Yes
601047857,157,6.98,2,2.99,Mid-Atlantic,Female,42,Yes
2672800445,122,6.58,1,6.58,West,Female,28,No
409447768,312,3.29,1,3.29,Mid-West,Female,47,No
4639520878,24,3.99,1,3.99,Mid-Atlantic,Female,42,Yes
685031605,71,3.79,1,3.79,West,Female,55,Yes
495445817,74,11.97,3,3.99,Mid-Atlantic,Male,73,Yes
721986789,341,4.49,1,4.49,South-East,Female,30,No
3901880647,60,3.99,1,3.99,Mid-Atlantic,Male,27,No
751015557,217,7.58,2,3.69,West,Male,45,Yes
4624570691,45,21.65,5,3.99,Mid-West,Male,53,Yes
562645342,54,12.77,4,3,Mid-Atlantic,Female,53,Yes
1871490369,15,6.78,2,2.99,Mid-West,Female,56,No
2560157032,56,4.25,1,4.25,West,Male,23,Yes
500740986,88,5.76,2,2.99,Mid-Atlantic,Male,32,Yes
452109295,180,4.85,1,4.85,West,Female,42,Yes
496652707,187,6.48,2,3.19,Mid-Atlantic,Female,32,No
2965774623,125,16.36,3,7.98,Mid-Atlantic,Female,74,Yes
435439674,219,6.49,2,3.49,West,Male,32,Yes
583863812,111,8.38,2,3.99,Mid-Atlantic,Female,37,Yes
495469859,109,13.52,3,5.54,Mid-Atlantic,Female,33,No
4640229041,74,39.41,9,4.49,Mid-Atlantic,Female,28,Yes
387690320,95,4.59,1,4.59,Mid-West,Female,52,No
2427596307,338,3.19,1,3.19,Mid-Atlantic,Female,38,No
3630015599,131,6.38,2,3.19,Mid-Atlantic,Male,42,Yes
2427800339,60,3.19,1,3.19,South-East,Female,23,Yes
310871767,155,3.49,1,3.49,South-West,Female,23,Yes
2505064839,52,10.32,3,3.44,West,Female,43,Yes
2800169761,125,9.57,2,6.58,North-West,Male,43,No
2610795468,102,4.29,1,4.29,North-West,Male,28,No
241575993,47,3.49,1,3.49,North-East,Female,43,Yes
495428628,20,21.64,6,3.99,Mid-Atlantic,Female,43,Yes
2931263515,162,3.24,1,3.24,South-East,Female,28,Yes
1834175883,36,5,1,5,North-West,Male,36,No
3464133965,104,24.83,8,3.99,Mid-Atlantic,Female,38,No
3297595333,29,25.94,4,2.99,Mid-Atlantic,Female,53,Yes
770148220,43,3.99,1,3.99,Mid-West,Male,45,No
497422852,170,3.49,1,3.49,Mid-Atlantic,Female,57,Yes
1883869500,39,11.56,4,3.09,South-West,Female,51,No
400573560,153,5.58,2,5.58,West,Female,42,Yes
4637706038,108,4.49,1,4.49,Mid-Atlantic,Female,42,Yes
600203579,160,6.98,2,2.99,Mid-Atlantic,Male,47,Yes
654721195,49,5.96,2,5.96,West,Female,40,No
4639464019,23,3.19,1,3.19,South-East,Female,42,No
500192726,271,3.99,1,3.99,Mid-Atlantic,Female,37,No
2311706837,130,9.17,2,3.19,North-West,Female,33,No
3611571125,159,4.09,1,4.09,South-West,Male,42,No
1199287453,87,5.24,2,2.62,South-East,Female,41,Yes
574942584,33,9.78,1,9.78,Mid-Atlantic,Male,37,No
3510734939,267,4.29,1,4.29,West,Male,47,Yes
2799731488,173,6.98,1,6.98,South-West,Male,28,No
126280328,73,14.46,4,4.49,North-East,Female,52,Yes
4627645362,61,16.15,4,9.57,Mid-West,Female,38,No
218170177,170,10.98,2,4.99,Mid-Atlantic,Female,38,Yes
2614296568,312,11.87,3,4.69,South-West,Male,39,No
584131426,39,16.36,4,3.99,Mid-Atlantic,Female,58,Yes
717472626,108,5.88,2,3.39,West,Female,25,Yes
4236383090,167,10,2,5,West,Female,42,Yes
587432151,103,3.69,1,3.69,South-East,Female,32,No
1929839187,173,6.52,2,3.26,South-East,Female,36,Yes
1748360037,24,6.79,2,3,South-West,Female,36,Yes
680755968,208,21.45,3,8.58,South-West,Male,51,Yes
450050614,298,7.79,2,5,West,Male,37,No
2952217839,104,10.77,3,3.49,West,Female,53,Yes
688075937,159,3.39,1,3.39,Mid-West,Female,50,No
1910369531,168,5.49,2,2.2,West,Male,31,No
2294782706,127,5.81,2,3.19,North-West,Male,43,No
680589912,182,3.59,1,3.59,West,Female,45,Yes
2327674701,136,15.16,4,3.79,West,Male,44,Yes
256090323,112,4.59,1,4.59,South-East,Male,33,No
4639877610,138,8.28,2,3.79,Mid-Atlantic,Female,32,Yes
4058282387,123,3.99,1,3.99,Mid-Atlantic,Male,52,Yes
703728783,355,3.99,1,3.99,Mid-Atlantic,Female,25,No
2034434778,92,3.44,1,3.44,West,Male,36,No
717320015,201,3.49,1,3.49,West,Female,30,No
682966816,18,9.87,3,3.19,South-East,Female,40,Yes
469151840,76,5.29,2,2.5,West,Female,37,Yes
271236594,39,3.99,1,3.99,South-East,Male,23,No
4625394381,39,3.99,1,3.99,South-East,Female,37,Yes
133250832,234,12.96,3,2.99,South-East,Female,47,No
2423070705,129,8.36,1,8.36,South-East,Male,48,No
2437897077,167,3.99,1,3.99,Mid-Atlantic,Female,43,Yes
310267888,285,6.59,2,3,South-West,Female,68,No
4641626802,82,3.99,1,3.99,Mid-West,Male,27,No
4628932404,178,3.79,1,3.79,Mid-Atlantic,Male,47,Yes
106430707,52,3.99,1,3.99,South-West,Male,36,No
495912484,360,3.29,1,3.29,Mid-Atlantic,Male,27,No
142636577,112,10.17,2,6.98,South-West,Male,31,No
310583566,47,6,1,6,South-West,Male,28,No
3665460596,52,4.99,1,4.99,West,Female,37,No
4618605584,58,3.69,1,3.69,Mid-Atlantic,Male,52,Yes
561444780,101,3.99,1,3.99,Mid-Atlantic,Male,37,No
3580502472,114,4.39,1,4.39,Mid-West,Female,52,No
4624195073,263,9.18,2,4.59,Mid-Atlantic,Female,32,Yes
497737373,222,8.48,2,3.99,Mid-Atlantic,Female,22,Yes
500846004,82,6.48,2,2.99,Mid-Atlantic,Female,22,No
4627507313,179,3.79,1,3.79,Mid-Atlantic,Female,32,No
4620499913,211,8.28,2,3.79,Mid-Atlantic,Female,42,Yes
1763852449,93,3.59,1,3.59,West,Female,41,Yes
686420298,224,3.69,1,3.69,West,Female,30,Yes
498693991,206,3.19,1,3.19,Mid-Atlantic,Male,27,No
1938142448,29,7.38,2,3.69,West,Female,46,Yes
4140753015,27,8.38,2,3.99,Mid-Atlantic,Male,47,Yes
716828270,234,6.88,2,3.39,West,Female,35,No
4622700393,105,12.37,3,3.99,Mid-Atlantic,Female,43,Yes
580969625,78,3.69,1,3.69,South-East,Female,32,Yes
4622550612,50,3.99,1,3.99,Mid-West,Male,37,Yes
705603314,218,5,1,5,West,Female,25,Yes
618246746,118,10.53,3,3.25,North-West,Female,52,No
245575569,99,5.9,2,2.8,West,Female,38,Yes
2318867594,118,3.69,1,3.69,South-East,Female,43,Yes
583715894,169,3.99,1,3.99,Mid-Atlantic,Female,47,Yes
534071776,159,3.83,1,3.83,Mid-West,Male,47,No
4429437808,127,5,1,5,North-East,Female,62,Yes
2730442330,221,8.38,2,3.99,Mid-Atlantic,Male,73,Yes
4624934611,82,7.98,2,3.99,Mid-Atlantic,Female,42,Yes
246350704,155,3.83,1,3.83,Mid-West,Female,43,No
1931618157,46,3.59,1,3.59,West,Male,46,Yes
555946544,53,43.87,11,3.99,Mid-Atlantic,Male,53,No
3391566390,37,155.37,38,6.38,South-East,Female,43,Yes
290016511,56,8.98,2,4.49,North-East,Female,33,No
398443342,143,7.99,3,2.99,West,Male,42,Yes
403845187,160,5.98,1,5.98,South-West,Female,22,No
447558106,73,3.59,1,3.59,West,Female,42,Yes
2444293469,76,17.39,6,4.48,West,Female,44,Yes
308549822,349,3.69,1,3.69,South-West,Male,33,No
498276690,221,7.18,2,3.99,Mid-Atlantic,Male,42,Yes
4634869346,20,11.37,2,7.58,Mid-Atlantic,Female,47,Yes
3349901441,129,23.08,7,2.94,South-West,Male,68,No
390120166,53,6.72,1,6.72,South-East,Male,67,No
478237167,48,5,1,5,West,Female,32,Yes
4639773207,130,3.79,1,3.79,Mid-Atlantic,Male,37,No
620536775,82,22.88,4,7.32,South-East,Female,43,Yes
1915964689,37,15,5,2.5,West,Female,42,Yes
565667762,110,6.06,2,2.77,Mid-Atlantic,Female,42,Yes
3809977945,32,10.01,3,3.11,Mid-West,Female,77,No
2482539844,35,3.29,1,3.29,West,Male,58,Yes
134271166,41,3.49,1,3.49,South-East,Male,51,No
1778014599,226,3.29,1,3.29,Mid-Atlantic,Female,46,Yes
489346402,79,6.58,2,3.29,Mid-Atlantic,Female,47,Yes
498140233,124,11.46,4,1.99,Mid-Atlantic,Female,32,Yes
4071943917,54,13.8,5,2.62,South-East,Male,38,No
715963480,81,3.19,1,3.19,South-East,Female,35,Yes
308406257,75,16.77,4,4.39,South-West,Female,44,No
4634106929,229,8.38,2,4.49,Mid-Atlantic,Female,37,Yes
462928282,58,7.38,2,4.39,South-West,Female,52,No
561940279,233,6.58,2,3.29,Mid-Atlantic,Female,42,Yes
498316227,166,3.99,1,3.99,Mid-Atlantic,Male,37,No
638152313,36,25.42,8,2.89,West,Female,53,Yes
3034147615,127,3.49,1,3.49,South-East,Male,43,No
727639301,138,12.12,3,5.98,South-West,Male,61,No
308519563,181,7.08,2,3.49,South-West,Female,63,Yes
2305034488,46,3.19,1,3.19,South-East,Female,28,Yes
142254310,239,5.98,2,5.98,South-East,Male,36,No
686836441,146,6.58,1,6.58,West,Female,30,No
679717397,22,28.12,10,2.83,South-West,Female,51,Yes
4619244162,40,3.89,1,3.89,Mid-Atlantic,Female,47,Yes
496335517,308,3.29,1,3.29,Mid-Atlantic,Male,32,No
4638629395,124,11.87,4,3.99,South-East,Female,68,Yes
400107082,55,3.49,1,3.49,South-West,Male,32,Yes
3344845172,222,8.38,2,3.99,Mid-Atlantic,Male,42,Yes
668023328,231,3.29,1,3.29,West,Male,35,No
1346606224,47,4.44,2,2.24,West,Female,51,Yes
498334415,19,10.47,3,3.99,Mid-Atlantic,Female,27,Yes
685385624,32,11.07,3,3.44,West,Female,45,Yes
1738158997,123,21.25,5,3.99,Mid-Atlantic,Female,42,Yes
4635931442,228,31.72,6,3.89,Mid-Atlantic,Female,38,No
1747894313,111,3.69,1,3.69,South-East,Male,41,Yes
4631117249,60,3.99,1,3.99,Mid-West,Male,52,No
2789779905,173,5.14,2,2.94,West,Female,43,Yes
4623434907,25,3.99,1,3.99,Mid-Atlantic,Female,22,No
2866091802,189,16.96,4,3.49,South-East,Male,34,No
3561706802,35,4.29,1,4.29,South-East,Female,42,No
595988412,193,8.38,2,3.99,Mid-Atlantic,Male,27,No
2366161742,148,10.5,4,2.5,West,Male,53,Yes
179633587,156,3.5,1,3.5,North-East,Male,36,No
592244265,20,34.38,10,2.98,West,Male,43,No
4620959600,54,8.58,2,8.58,Mid-Atlantic,Male,52,Yes
4635863319,220,4.49,1,4.49,Mid-Atlantic,Male,22,No
400814928,161,5.98,1,5.98,South-West,Male,27,Yes
1073568932,197,5.49,2,2.2,West,Male,41,Yes
497588551,218,3.99,1,3.99,Mid-Atlantic,Female,32,Yes
4641336420,236,3.99,1,3.99,South-East,Female,32,Yes
2617974576,38,7.98,2,7.98,South-East,Female,33,No
2177612124,158,3.39,1,3.39,West,Female,43,Yes
595355730,226,3.99,1,3.99,Mid-Atlantic,Male,47,Yes
3997202691,355,4.3,1,4.3,North-West,Male,52,No
2171446936,55,12.46,4,3.09,Mid-West,Female,44,No
3767934588,118,3.45,1,3.45,Mid-West,Male,52,No
4341148578,175,7.18,1,7.18,North-East,Male,62,Yes
597927207,56,5.29,1,5.29,Mid-Atlantic,Female,42,Yes
438189329,62,3.39,1,3.39,West,Male,47,Yes
4498591679,86,8.98,2,3.99,South-East,Male,67,No
1950434620,165,10.99,3,2.63,Mid-West,Female,66,No
4626959626,187,3.99,1,3.99,Mid-West,Male,37,No
2661140221,41,3.99,1,3.99,Mid-Atlantic,Female,58,Yes
499998334,20,7.18,2,3.19,Mid-Atlantic,Male,32,Yes
4626738369,81,3.19,1,3.19,South-East,Male,37,No
2539220525,35,5.98,1,5.98,West,Male,23,No
597631404,115,5.29,1,5.29,Mid-Atlantic,Female,47,Yes
603468747,45,3.99,1,3.99,Mid-Atlantic,Female,52,Yes
497896253,99,22.69,4,5.54,Mid-Atlantic,Male,43,Yes
1725677994,104,3.99,1,3.99,South-East,Male,36,No
452505038,164,8.77,3,2.79,West,Female,47,Yes
2994912132,191,6.6,1,6.6,West,Female,43,Yes
4616978281,62,12.63,3,3.99,Mid-West,Female,53,No
498728924,46,19.55,5,2.99,Mid-Atlantic,Female,38,No
3872053658,127,5.49,2,3.29,West,Female,27,No
497037110,85,12.36,3,5.98,Mid-Atlantic,Female,53,Yes
4635469772,49,3.99,1,3.99,Mid-West,Male,42,Yes
2579731598,34,5.88,2,2.62,South-East,Male,23,No
602178199,194,19.95,2,15.96,Mid-Atlantic,Female,58,Yes
4625796990,115,16.16,3,8.38,Mid-Atlantic,Female,38,No
3401739412,242,3.49,1,3.49,West,Female,47,Yes
3405893779,254,3.03,1,3.03,Mid-West,Male,37,No
402942883,138,9.68,3,3.59,West,Female,62,Yes
500974878,163,3.19,1,3.19,Mid-Atlantic,Female,27,No
707988744,271,3.29,1,3.29,West,Male,55,Yes
450359733,243,3.79,1,3.79,West,Male,72,Yes
2643794429,154,12.23,4,2.99,North-West,Female,49,No
522438967,141,3.29,1,3.29,Mid-Atlantic,Female,27,Yes
1914124582,39,5,2,2.5,Mid-Atlantic,Female,46,Yes
599483245,155,7.38,2,2.99,Mid-Atlantic,Male,22,No
554320878,250,3.29,1,3.29,Mid-West,Female,47,No
764042336,276,3.39,1,3.39,North-West,Female,60,No
559564438,53,5.29,1,5.29,North-East,Female,37,No
439446334,65,15.07,4,6,West,Female,48,Yes
2715463177,22,3.44,1,3.44,West,Female,38,Yes
2278812035,155,3.29,1,3.29,West,Male,38,No
757076900,116,11.57,3,3.79,South-East,Female,45,No
121926184,180,11.47,3,6.98,North-East,Female,56,Yes
2992239321,22,4.84,2,2.83,Mid-West,Female,48,No
555918944,194,3.19,1,3.19,Mid-Atlantic,Female,27,Yes
4622153888,34,3.79,1,3.79,Mid-Atlantic,Male,32,No
583510440,82,4,1,4,Mid-Atlantic,Male,37,No
713189144,118,8.97,3,2.99,South-West,Female,25,Yes
1806827462,218,3.49,1,3.49,West,Male,46,Yes
583171131,97,7.99,2,4,Mid-Atlantic,Male,37,No
4641885925,75,6.68,2,3.19,South-East,Male,32,No
604971388,156,4.59,1,4.59,South-East,Male,32,No
1911517072,34,3.79,1,3.79,South-East,Male,36,No
4080697522,39,3.49,1,3.49,North-West,Female,42,Yes
495680284,144,3.99,1,3.99,Mid-Atlantic,Female,22,Yes
310898711,54,11.57,3,4.59,South-West,Female,48,Yes
4620954303,100,3.99,1,3.99,South-East,Female,32,Yes
497718920,164,3.19,1,3.19,Mid-Atlantic,Female,42,Yes
3388815566,225,3.99,1,3.99,Mid-Atlantic,Male,52,Yes
310407796,241,6.98,2,3.49,South-West,Male,53,No
1877040645,176,7.08,2,3.49,South-West,Male,56,No
560078560,232,7.28,2,3.29,Mid-Atlantic,Male,37,No
602296743,22,12.77,2,3.99,Mid-Atlantic,Female,43,Yes
3440433777,144,6.18,2,2.79,North-West,Female,27,Yes
2956359554,346,4.39,1,4.39,Mid-Atlantic,Male,28,No
496179968,217,7.28,2,3.99,Mid-Atlantic,Female,32,No
3837840761,315,5.29,1,5.29,North-East,Male,37,No
495548915,22,6.38,2,3.19,Mid-Atlantic,Male,32,Yes
3602241258,336,3.5,1,3.5,Mid-West,Female,47,No
1824115322,27,12.77,2,3.99,Mid-Atlantic,Male,37,Yes
496309795,53,15.63,5,3.39,Mid-Atlantic,Female,58,Yes
677968677,293,3.69,1,3.69,West,Male,40,No
2901780824,181,3.99,1,3.99,Mid-Atlantic,Female,43,Yes
750159851,70,9.17,3,3.19,South-East,Female,35,Yes
1737988279,146,3.99,1,3.99,South-East,Female,56,No
771817576,61,17.56,4,4.29,North-West,Female,46,Yes
4618641360,39,4.49,1,4.49,Mid-Atlantic,Female,47,Yes
498182096,245,3.99,1,3.99,Mid-Atlantic,Female,32,No
4628707961,62,3.99,1,3.99,Mid-Atlantic,Male,32,No
1846819942,38,11.71,3,3.83,Mid-West,Female,42,No
4637230496,47,11.47,3,3.99,South-East,Male,47,No
1445391434,112,5.18,2,2.24,West,Male,56,Yes
497937042,268,4.59,1,4.59,Mid-Atlantic,Male,62,Yes
494935677,180,3.99,1,3.99,Mid-Atlantic,Male,27,No
3042224353,173,4.98,2,4.98,Mid-West,Male,48,No
4050881419,159,8.18,3,2.54,Mid-West,Female,42,Yes
741800778,87,10.22,3,3.44,West,Female,35,No
1850982804,151,18.23,5,3.83,Mid-West,Female,47,Yes
4634792684,47,11.67,3,3.89,Mid-Atlantic,Female,33,Yes
140834314,86,3.65,1,3.65,South-East,Male,41,No
4113049177,168,11.67,2,7.78,South-East,Male,53,No
4636123489,137,9.98,1,9.98,South-East,Male,42,No
308830922,86,8.18,2,4.69,South-West,Male,43,No
4629933059,259,3.89,1,3.89,South-East,Male,37,No
753000497,216,3.25,1,3.25,South-East,Male,25,Yes
719273906,109,3.69,1,3.69,West,Male,45,Yes
140524546,44,10.97,3,2.99,South-East,Male,31,No
564084812,179,9.77,3,3.19,Mid-Atlantic,Male,37,Yes
567575542,136,9.28,2,3.99,Mid-Atlantic,Female,27,No
3466535402,19,8.97,3,3.19,South-East,Male,47,No
4626943407,59,3.99,1,3.99,Mid-Atlantic,Female,22,Yes
597010387,44,6.16,2,2.98,West,Female,37,Yes
2705225167,38,5,1,5,West,Male,48,Yes
620083643,34,3.69,1,3.69,South-East,Male,37,Yes
497410930,203,13.56,4,2.99,Mid-Atlantic,Male,48,Yes
452054465,139,19.85,5,5,West,Female,58,Yes
4616065660,176,4.99,1,4.99,South-East,Female,47,No
583786420,224,3.99,1,3.99,Mid-Atlantic,Female,42,Yes
3602265880,141,8.94,3,2.99,Mid-West,Female,57,No
744491591,60,15.35,5,3.09,Mid-West,Female,41,No
4641745792,44,17.76,4,4.59,Mid-Atlantic,Female,38,Yes
2749603685,251,7.08,2,3.29,Mid-West,Male,33,No
403440956,26,7.5,3,2.5,West,Female,62,Yes
496477683,103,6.76,2,6.76,Mid-Atlantic,Male,37,No
4623197059,273,4.49,1,4.49,Mid-Atlantic,Female,27,No
310171634,234,3.49,1,3.49,South-West,Male,48,No
606734855,133,3.09,1,3.09,South-East,Female,52,No
3510836177,167,5,1,5,North-West,Female,42,Yes
308266145,184,6.98,1,6.98,South-West,Male,33,No
2278241265,185,3.19,1,3.19,Mid-Atlantic,Female,23,Yes
4618307782,29,11.67,3,3.89,Mid-Atlantic,Female,43,Yes
4616646598,49,3.19,1,3.19,South-East,Male,32,No
245892067,194,3.49,1,3.49,South-West,Female,48,No
1839144439,301,9.63,3,2.79,Mid-West,Female,66,No
4636166716,28,3.99,1,3.99,South-East,Female,47,Yes
620853293,154,4.99,1,4.99,South-East,Female,42,Yes
401065264,33,20.55,4,4.29,South-East,Male,38,No
495711838,118,7.98,2,3.99,Mid-Atlantic,Female,47,Yes
3510735632,225,16.05,5,2.89,Mid-Atlantic,Female,53,Yes
4623558218,160,8.28,2,4.49,Mid-Atlantic,Female,32,No
2489457179,110,10.17,3,3.09,South-East,Male,38,No
2366462398,155,7.38,2,2.99,Mid-Atlantic,Female,38,No
3838632956,141,11.46,3,3.28,North-West,Male,42,No
2243458660,56,11.87,3,3.29,West,Female,34,No
4617640145,85,4.59,1,4.59,Mid-Atlantic,Female,37,Yes
758836564,299,3.79,1,3.79,South-West,Male,55,No
617950040,45,9.38,1,9.38,South-East,Female,32,Yes
495831210,158,7.28,2,3.99,Mid-Atlantic,Female,32,No
370242896,216,4.89,1,4.89,South-West,Male,42,No
3286588351,272,3.39,1,3.39,North-West,Male,47,No
4633832573,32,3.79,1,3.79,Mid-Atlantic,Female,32,No
3299743889,189,3.49,1,3.49,West,Male,42,Yes
4464363050,41,7.8,3,2.49,Mid-West,Female,37,No
4619962650,130,3.99,1,3.99,Mid-Atlantic,Male,22,Yes
626653140,41,3.44,1,3.44,West,Male,37,No
265370644,90,3.18,1,3.18,South-West,Male,28,No
309291249,159,3.49,1,3.49,South-West,Male,38,No
308443397,177,34.21,10,3.49,South-West,Female,44,Yes
2656900756,95,12.78,4,2.99,North-West,Female,39,Yes
4620131098,197,3.79,1,3.79,Mid-West,Female,57,Yes
309478648,228,9.98,3,3.49,South-West,Male,58,Yes
721698503,181,7.18,2,3.59,West,Male,35,No
268049309,359,3.59,1,3.59,South-East,Male,28,No
1777306934,247,3.59,1,3.59,South-West,Female,31,Yes
4633602465,166,3.19,1,3.19,Mid-West,Female,52,No
600946891,74,12.38,3,4,Mid-Atlantic,Male,43,Yes
747697968,180,10.17,3,3.39,West,Male,45,Yes
716617610,26,3.89,1,3.89,Mid-West,Female,55,Yes
2769040232,50,3.59,1,3.59,West,Female,28,Yes
137031918,35,12.46,4,1.99,North-East,Male,57,Yes
2833620037,26,28.37,5,5.69,South-East,Male,49,No
724257287,32,38.24,11,3.44,West,Female,46,Yes
104588333,39,6.98,2,3.49,South-East,Male,31,Yes
2559342230,155,3.49,1,3.49,South-West,Female,28,No
4508637391,52,3.79,1,3.79,North-East,Female,57,Yes
307791475,304,3.59,1,3.59,South-West,Male,33,No
495903212,84,46.68,7,7.98,Mid-Atlantic,Female,53,Yes
256985729,182,9.57,2,6.38,Mid-Atlantic,Male,38,Yes
398924438,197,6.98,2,3.49,West,Female,52,Yes
4629377021,197,7.78,2,3.79,Mid-Atlantic,Female,32,Yes
138972955,227,5.49,1,5.49,North-East,Male,41,Yes
563215827,176,3.19,1,3.19,Mid-Atlantic,Female,47,Yes
4616886363,138,3.99,1,3.99,South-East,Female,37,No
495389194,128,5.97,1,5.97,Mid-Atlantic,Male,27,No
3741004874,314,10.77,3,3.59,West,Female,27,No
495955377,184,3.19,1,3.19,Mid-Atlantic,Female,27,Yes
3775456508,174,3.19,1,3.19,West,Female,42,Yes
701574681,128,5,1,5,West,Male,35,No
4637659686,186,3.89,1,3.89,Mid-Atlantic,Male,37,No
679719337,234,7.48,2,3.49,South-East,Male,40,No
2449500012,224,3.29,1,3.29,West,Male,53,Yes
863511307,134,3.19,1,3.19,North-East,Male,50,Yes
760806961,78,20.81,7,2.83,Mid-West,Male,66,No
4637401019,42,3.79,1,3.79,Mid-Atlantic,Female,47,Yes
3857501219,40,12.12,4,5,North-West,Female,33,Yes
2226695608,66,11.16,2,6.98,West,Male,43,Yes
4630154683,94,8.38,2,8.38,Mid-Atlantic,Female,42,Yes
3686828527,20,3.15,1,3.15,Mid-West,Male,67,No
601728365,144,4.39,1,4.39,Mid-Atlantic,Female,32,Yes
4641342374,94,18.95,3,11.37,Mid-Atlantic,Female,58,Yes
556356923,145,9.57,2,6.38,Mid-Atlantic,Female,37,No
3859162712,183,7.08,2,3.29,South-East,Male,37,No
2558013175,156,6.98,2,2.99,Mid-Atlantic,Male,68,Yes
599905021,80,10.58,2,5.29,Mid-Atlantic,Male,42,Yes
2363290304,211,3.59,1,3.59,North-East,Female,48,Yes
4621600906,42,3.99,1,3.99,South-East,Female,42,No
4258060995,65,14.33,4,3.66,South-East,Female,38,Yes
4618708236,53,8.58,2,3.99,Mid-West,Male,47,Yes
599789095,108,3.99,1,3.99,Mid-Atlantic,Female,52,Yes
4032006676,155,8.2,2,6,South-West,Male,47,No
447639474,34,13.47,3,4.49,West,Male,53,Yes
4638064051,39,7.98,2,7.98,Mid-Atlantic,Male,42,Yes
598066114,168,3.99,1,3.99,Mid-Atlantic,Male,47,Yes
618915487,112,13.87,3,8.68,South-East,Female,38,Yes
4638410254,195,16.36,4,8.78,Mid-Atlantic,Male,33,Yes
600734807,245,5.29,1,5.29,Mid-Atlantic,Male,22,No
600083993,297,3.99,1,3.99,Mid-Atlantic,Female,27,No
700035595,40,4.11,1,4.11,West,Male,40,No
714421455,306,5.98,2,5.98,Mid-West,Male,60,No
136328531,143,11.37,3,3.69,North-East,Male,66,Yes
677651103,40,7.08,2,3.79,West,Male,30,No
3020841284,187,3.99,1,3.99,Mid-Atlantic,Male,23,No
4625758643,187,3.99,1,3.99,Mid-Atlantic,Male,52,Yes
566585700,200,4.59,1,4.59,Mid-Atlantic,Female,37,Yes
453068193,101,3.69,1,3.69,West,Male,62,Yes
712932660,164,40.4,10,4.19,West,Female,41,No
500530960,56,3.99,1,3.99,Mid-Atlantic,Male,37,No
4380833386,64,3.55,1,3.55,Mid-West,Female,62,No
4623105210,45,20.75,4,3.99,Mid-Atlantic,Male,53,Yes
3845035961,22,13.27,3,3.99,Mid-Atlantic,Female,43,Yes
4637812118,81,18.95,3,7.58,Mid-Atlantic,Female,38,No
653925437,137,10.14,3,2.98,West,Female,30,Yes
2893817605,332,4.69,1,4.69,South-East,Male,33,No
2134077734,123,4.39,1,4.39,West,Female,38,No
310533196,108,4.59,1,4.59,South-West,Female,38,No
458090906,255,4.69,1,4.69,West,Female,27,No
3518544733,32,3.29,1,3.29,West,Male,32,No
681516854,186,3.59,1,3.59,West,Male,35,Yes
4631306936,185,7.98,1,7.98,Mid-Atlantic,Female,32,No
4634591666,78,11.97,2,7.98,Mid-Atlantic,Male,48,Yes
4636165713,56,11.67,2,3.89,Mid-Atlantic,Female,63,Yes
444339673,104,3.59,1,3.59,North-West,Female,52,Yes
497923827,202,14.56,4,3.99,Mid-Atlantic,Female,38,No
458260441,239,4.69,1,4.69,West,Female,42,Yes
4639687934,83,7.78,2,3.89,Mid-Atlantic,Male,57,Yes
1781529548,139,32.72,5,9.98,Mid-Atlantic,Male,37,No
1355636312,139,21.18,4,15.68,West,Male,47,Yes
584103873,181,3.99,1,3.99,Mid-Atlantic,Male,52,Yes
3478535094,88,5.78,2,2.89,Mid-Atlantic,Male,57,Yes
